#id;image_id;count;k_value;score;std_dev
5522;5730;50;8;1195.4534360856442;1.3874123494108956
5523;8321;50;8;1195.4954596799048;2.4967270072390035
5524;8191;50;8;1195.521311583335;2.2465294241452325
5525;8068;51;8;1195.5217417236802;2.2654971571775655
5526;361;50;8;1195.5293075847399;1.5938808861536675
5527;1207;50;8;1195.5312157431622;2.0334670081960162
5528;8902;50;8;1195.5693182602129;1.9546119248474942
5529;4086;50;8;1195.580259331167;1.4338861799521554
5530;5914;50;8;1195.5942189246603;0.9763567106487435
5531;4011;50;8;1195.6080357791197;2.6061868144847002
5532;4511;50;8;1195.6174037641836;1.8827915334405598
5533;9002;50;8;1195.65599245012;1.2999119007958078
5534;516;51;8;1195.6578070723965;3.7655987852794173
5535;10832;50;8;1195.6599941172778;2.1973034417302046
5536;3885;50;8;1195.6693905641691;1.394556576201357
5537;12650;50;8;1195.6794202324888;3.2948352532962746
5538;12488;50;8;1195.6934121060742;2.3318245558375312
5539;11246;50;8;1195.7268720501004;1.8526738325829148
5540;4811;50;8;1195.7545545755104;1.3616939832603114
5541;4975;50;8;1195.7576708025229;1.816459049497115
5542;4779;50;8;1195.7751617644356;1.245648984851952
5543;2080;52;8;1195.7766164065988;2.283520750192196
5544;7780;50;8;1195.7784106841923;1.1554405397933134
5545;3199;50;8;1195.798990181689;1.6733808437043
5546;8173;50;8;1195.830966110175;1.5524489664806362
5547;8811;50;8;1195.860285765742;1.6676318194289192
5548;5414;50;8;1195.8712462205654;3.5721787249118737
5549;3709;50;8;1195.8755102566333;1.4705666308416594
5550;1428;50;8;1195.887811048223;1.4074867987490787
5551;12938;50;8;1195.9389558590253;1.336559484505315
5552;1066;50;8;1195.943090242949;0.9742481259284753
5553;4932;50;8;1195.955575540935;2.3985847085861707
5554;6365;50;8;1195.9565741579804;1.7948983116080786
5555;1135;50;8;1195.9711404925133;1.0206103436792822
5556;11702;50;8;1195.982098379295;1.2934398126306264
5557;3206;50;8;1196.1002713315188;1.0490706783683796
5558;9257;50;8;1196.2536690559955;1.75415975741909
5559;831;50;8;1196.2803526312873;1.3110953671612209
5560;3158;50;8;1196.3085550232208;0.9628380932426455
5561;6121;50;8;1196.3603744094605;2.165293572552436
5562;7564;50;8;1196.3606741786664;0.9788549298695138
5563;6718;50;8;1196.3678349228144;2.376288312227179
5564;10156;50;8;1196.3979407490644;0.8184604667887706
5565;9097;50;8;1196.4115649625905;1.3633805573726405
5566;2883;50;8;1196.4437046232983;1.9463803074161483
5567;1651;50;8;1196.4593938017365;3.1159042883073815
5568;11424;50;8;1196.4712718974852;3.6067530094725884
5569;3015;50;8;1196.4951019778953;1.62438514036035
5570;2238;50;8;1196.4959018549962;2.7109296216700147
5571;8121;50;8;1196.5800737037353;2.242133479618924
5572;820;50;8;1196.5934498788165;1.0183506924152192
5573;7829;50;8;1196.5977515067154;1.1104483001283194
5574;4707;50;8;1196.6576510461844;1.44100902120651
5575;1927;50;8;1196.683871341566;2.6087092016261066
5576;11169;50;8;1196.6877620003802;1.9735871827887639
5577;6443;50;8;1196.7261168364976;2.9238092440829866
5578;334;50;8;1196.7336546832016;1.0934932700142792
5579;12316;50;8;1196.7417935649926;1.5947570469225822
5580;276;50;8;1196.7421822067968;1.7720993510594323
5581;416;50;8;1196.7895007145937;2.316048712546172
5582;11080;50;8;1196.7914642116507;3.231404517432104
5583;10334;50;8;1196.7931725718934;1.519877610144089
5584;6331;50;8;1196.800682783814;1.3698117242907903
5585;10674;50;8;1196.8012786851132;3.12385236605098
5586;9735;50;8;1196.8112044945426;1.4650497630562487
5587;3992;50;8;1196.824736015668;2.0362828627171528
5588;6738;50;8;1196.8265967206937;1.6257760006257436
5589;12963;50;8;1196.8426073488613;1.7547276133895693
5590;6877;50;8;1196.8614396292942;1.1316759939154242
5591;12774;50;8;1196.9028188037319;3.1303857728112656
5592;550;50;8;1196.9097139717626;1.0259117290919533
5593;9572;50;8;1196.919816626621;1.2457557644906825
5594;9593;50;8;1196.933260479842;1.7600079383201581
5595;8957;50;8;1196.9501688348012;0.9025363384325327
5596;7439;50;8;1196.9512681031106;4.635012743144296
5597;5419;50;8;1196.964559802724;1.0976665695097805
5598;519;50;8;1196.9705459038316;1.6349367695762902
5599;6598;50;8;1197.0122444490958;2.3639438560953536
5600;3220;50;8;1197.0373055668133;1.5653174274255586
5601;7598;50;8;1197.040445578655;3.1349894146402715
5602;12079;50;8;1197.1115847578928;1.2685410329291882
5603;12400;50;8;1197.115912384007;2.1198325907764928
5604;8340;50;8;1197.1824257332498;2.0870021546543787
5605;5631;50;8;1197.233366368623;1.14507621963794
5606;1166;50;8;1197.2344488229337;1.3983915763973214
5607;659;50;8;1197.2763720112346;1.541232661101836
5608;12656;50;8;1197.284886286988;1.287412328547881
5609;2648;50;8;1197.2881316092125;2.0231987697422436
5610;12368;50;8;1197.2914417935845;1.669991663151286
5611;7861;50;8;1197.3033178834244;1.5099550213209811
5612;7712;50;8;1197.3243891795134;2.364671255837641
5613;1908;50;8;1197.3303232938185;1.377678977850463
5614;2766;50;8;1197.3850083168402;1.8926347193199917
5615;11293;50;8;1197.3898552745309;1.7556109846513435
5616;7943;50;8;1197.4162311866608;1.9138261559468672
5617;3619;50;8;1197.4222991723327;2.0117646693779845
5618;12388;50;8;1197.4468012091431;1.0066216235608774
5619;7489;50;8;1197.4581588386952;1.4910068076387
5620;2561;50;8;1197.46019894766;1.2122476779691105
5621;7397;50;8;1197.472212736627;1.829877445942146
5622;6504;50;8;1197.5093070674523;2.943225477159885
5623;8869;50;8;1197.515546333336;1.7851319861459904
5624;830;50;8;1197.5475229760004;1.0958046652514244
5625;1746;50;8;1197.5561273724086;2.842512437049257
5626;4524;50;8;1197.571920493209;2.8999585632032354
5627;8658;50;8;1197.585715697218;2.585255990252572
5628;2286;50;8;1197.5869935769038;2.47014662062667
5629;10026;50;8;1197.6141829704738;2.3066631713426955
5630;11295;50;8;1197.618916598372;1.0258121477461093
5631;11085;50;8;1197.638592499843;2.191779150746691
5632;1949;50;8;1197.638890038881;1.0536385952160425
5633;10438;50;8;1197.6399307799968;3.095092025221427
5634;9071;50;8;1197.6512396313274;1.5781845374094043
5635;8019;50;8;1197.6973650346508;2.7586948180726796
5636;8415;50;8;1197.7818635089932;1.2006901872595603
5637;10091;50;8;1197.7980183572645;2.0510928705986022
5638;845;50;8;1197.822800570967;1.83231661149549
5639;12886;50;8;1197.8409848403442;2.2135773987955907
5640;7510;50;8;1197.8717079267674;1.4111229330519577
5641;1326;50;8;1197.9005553759364;1.3293668758443826
5642;1815;50;8;1197.9305579368786;1.6580925810534344
5643;6430;50;8;1197.9320576038406;1.6283968221015044
5644;10373;50;8;1197.9386281950615;1.2695851365638409
5645;8020;50;8;1197.9713930302783;1.6666008738066473
5646;1215;50;8;1198.057208519443;1.7546116992404925
5647;4250;50;8;1198.1078366138152;0.9947671140596166
5648;4695;50;8;1198.1341018455555;1.8483977654353794
5649;5170;50;8;1198.1391090323386;3.3892902932356894
