#id;filename;obs_date
1;20000101_1247_mdiB_1_8809.fits;2000-01-01 12:47:02
2;20000101_1247_mdiB_1_8810.fits;2000-01-01 12:47:02
3;20000101_1247_mdiB_1_8812.fits;2000-01-01 12:47:02
4;20000101_1247_mdiB_1_8813.fits;2000-01-01 12:47:02
5;20000101_1247_mdiB_2_8814.fits;2000-01-01 12:47:02
6;20000102_1251_mdiB_1_8810.fits;2000-01-02 12:51:02
7;20000102_1251_mdiB_1_8813.fits;2000-01-02 12:51:02
8;20000102_1251_mdiB_1_8814.fits;2000-01-02 12:51:02
9;20000102_1251_mdiB_1_8815.fits;2000-01-02 12:51:02
10;20000103_1251_mdiB_1_8810.fits;2000-01-03 12:51:02
11;20000103_1251_mdiB_1_8813.fits;2000-01-03 12:51:02
12;20000103_1251_mdiB_1_8814.fits;2000-01-03 12:51:02
13;20000103_1251_mdiB_1_8815.fits;2000-01-03 12:51:02
14;20000104_1251_mdiB_1_8810.fits;2000-01-04 12:51:02
15;20000104_1251_mdiB_1_8813.fits;2000-01-04 12:51:02
16;20000104_1251_mdiB_1_8814.fits;2000-01-04 12:51:02
17;20000104_1251_mdiB_1_8815.fits;2000-01-04 12:51:02
18;20000104_1251_mdiB_1_8816.fits;2000-01-04 12:51:02
19;20000104_1251_mdiB_1_8817.fits;2000-01-04 12:51:02
20;20000105_1251_mdiB_1_8810.fits;2000-01-05 12:51:02
21;20000105_1251_mdiB_1_8814.fits;2000-01-05 12:51:02
22;20000105_1251_mdiB_1_8815.fits;2000-01-05 12:51:02
23;20000105_1251_mdiB_1_8816.fits;2000-01-05 12:51:02
24;20000105_1251_mdiB_1_8817.fits;2000-01-05 12:51:02
25;20000105_1251_mdiB_2_8813.fits;2000-01-05 12:51:02
26;20000106_1251_mdiB_1_8810.fits;2000-01-06 12:51:02
27;20000106_1251_mdiB_1_8816.fits;2000-01-06 12:51:02
28;20000106_1251_mdiB_1_8817.fits;2000-01-06 12:51:02
29;20000106_1251_mdiB_1_8820.fits;2000-01-06 12:51:02
30;20000106_1251_mdiB_1_8821.fits;2000-01-06 12:51:02
31;20000106_1251_mdiB_2_8813.fits;2000-01-06 12:51:02
32;20000106_1251_mdiB_3_8814.fits;2000-01-06 12:51:02
33;20000111_1251_mdiB_1_8820.fits;2000-01-11 12:51:02
34;20000111_1251_mdiB_1_8821.fits;2000-01-11 12:51:02
35;20000111_1251_mdiB_1_8822.fits;2000-01-11 12:51:02
36;20000111_1251_mdiB_1_8823.fits;2000-01-11 12:51:02
37;20000111_1251_mdiB_1_8825.fits;2000-01-11 12:51:02
38;20000111_1251_mdiB_1_8826.fits;2000-01-11 12:51:02
39;20000111_1251_mdiB_1_8827.fits;2000-01-11 12:51:02
40;20000111_1251_mdiB_1_8829.fits;2000-01-11 12:51:02
41;20000111_1251_mdiB_2_8824.fits;2000-01-11 12:51:02
42;20000112_1251_mdiB_1_8820.fits;2000-01-12 12:51:02
43;20000112_1251_mdiB_1_8821.fits;2000-01-12 12:51:02
44;20000112_1251_mdiB_1_8823.fits;2000-01-12 12:51:02
45;20000112_1251_mdiB_1_8825.fits;2000-01-12 12:51:02
46;20000112_1251_mdiB_1_8826.fits;2000-01-12 12:51:02
47;20000112_1251_mdiB_1_8827.fits;2000-01-12 12:51:02
48;20000112_1251_mdiB_1_8829.fits;2000-01-12 12:51:02
49;20000112_1251_mdiB_1_8830.fits;2000-01-12 12:51:02
50;20000112_1251_mdiB_1_8831.fits;2000-01-12 12:51:02
51;20000112_1251_mdiB_2_8824.fits;2000-01-12 12:51:02
52;20000113_1251_mdiB_1_8820.fits;2000-01-13 12:51:02
53;20000113_1251_mdiB_1_8821.fits;2000-01-13 12:51:02
54;20000113_1251_mdiB_1_8823.fits;2000-01-13 12:51:02
55;20000113_1251_mdiB_1_8825.fits;2000-01-13 12:51:02
56;20000113_1251_mdiB_1_8826.fits;2000-01-13 12:51:02
57;20000113_1251_mdiB_1_8827.fits;2000-01-13 12:51:02
58;20000113_1251_mdiB_1_8831.fits;2000-01-13 12:51:02
59;20000113_1251_mdiB_2_8824.fits;2000-01-13 12:51:02
60;20000113_1251_mdiB_2_8829.fits;2000-01-13 12:51:02
61;20000113_1251_mdiB_2_8832.fits;2000-01-13 12:51:02
62;20000114_1247_mdiB_1_8820.fits;2000-01-14 12:47:02
63;20000114_1247_mdiB_1_8821.fits;2000-01-14 12:47:02
64;20000114_1247_mdiB_1_8823.fits;2000-01-14 12:47:02
65;20000114_1247_mdiB_1_8825.fits;2000-01-14 12:47:02
66;20000114_1247_mdiB_1_8826.fits;2000-01-14 12:47:02
67;20000114_1247_mdiB_1_8827.fits;2000-01-14 12:47:02
68;20000114_1247_mdiB_1_8829.fits;2000-01-14 12:47:02
69;20000114_1247_mdiB_1_8831.fits;2000-01-14 12:47:02
70;20000114_1247_mdiB_1_8833.fits;2000-01-14 12:47:02
71;20000114_1247_mdiB_2_8824.fits;2000-01-14 12:47:02
72;20000114_1247_mdiB_2_8832.fits;2000-01-14 12:47:02
73;20000115_1247_mdiB_1_8821.fits;2000-01-15 12:47:02
74;20000115_1247_mdiB_1_8823.fits;2000-01-15 12:47:02
75;20000115_1247_mdiB_1_8825.fits;2000-01-15 12:47:02
76;20000115_1247_mdiB_1_8826.fits;2000-01-15 12:47:02
77;20000115_1247_mdiB_1_8829.fits;2000-01-15 12:47:02
78;20000115_1247_mdiB_1_8831.fits;2000-01-15 12:47:02
79;20000115_1247_mdiB_1_8833.fits;2000-01-15 12:47:02
80;20000115_1247_mdiB_1_8835.fits;2000-01-15 12:47:02
81;20000115_1247_mdiB_2_8824.fits;2000-01-15 12:47:02
82;20000115_1247_mdiB_2_8827.fits;2000-01-15 12:47:02
83;20000115_1247_mdiB_2_8832.fits;2000-01-15 12:47:02
84;20000116_1247_mdiB_1_8821.fits;2000-01-16 12:47:02
85;20000116_1247_mdiB_1_8825.fits;2000-01-16 12:47:02
86;20000116_1247_mdiB_1_8826.fits;2000-01-16 12:47:02
87;20000116_1247_mdiB_1_8829.fits;2000-01-16 12:47:02
88;20000116_1247_mdiB_1_8831.fits;2000-01-16 12:47:02
89;20000116_1247_mdiB_1_8832.fits;2000-01-16 12:47:02
90;20000116_1247_mdiB_1_8836.fits;2000-01-16 12:47:02
91;20000116_1247_mdiB_2_8824.fits;2000-01-16 12:47:02
92;20000116_1247_mdiB_2_8827.fits;2000-01-16 12:47:02
93;20000116_1247_mdiB_2_8833.fits;2000-01-16 12:47:02
94;20000117_1247_mdiB_1_8821.fits;2000-01-17 12:47:02
95;20000117_1247_mdiB_1_8825.fits;2000-01-17 12:47:02
96;20000117_1247_mdiB_1_8829.fits;2000-01-17 12:47:02
97;20000117_1247_mdiB_1_8831.fits;2000-01-17 12:47:02
98;20000117_1247_mdiB_1_8834.fits;2000-01-17 12:47:02
99;20000117_1247_mdiB_1_8836.fits;2000-01-17 12:47:02
100;20000117_1247_mdiB_2_8824.fits;2000-01-17 12:47:02
101;20000117_1247_mdiB_2_8832.fits;2000-01-17 12:47:02
102;20000117_1247_mdiB_2_8833.fits;2000-01-17 12:47:02
103;20000118_1251_mdiB_1_8821.fits;2000-01-18 12:51:02
104;20000118_1251_mdiB_1_8824.fits;2000-01-18 12:51:02
105;20000118_1251_mdiB_1_8825.fits;2000-01-18 12:51:02
106;20000118_1251_mdiB_1_8828.fits;2000-01-18 12:51:02
107;20000118_1251_mdiB_1_8829.fits;2000-01-18 12:51:02
108;20000118_1251_mdiB_1_8831.fits;2000-01-18 12:51:02
109;20000118_1251_mdiB_1_8836.fits;2000-01-18 12:51:02
110;20000118_1251_mdiB_1_8837.fits;2000-01-18 12:51:02
111;20000118_1251_mdiB_1_8838.fits;2000-01-18 12:51:02
112;20000118_1251_mdiB_2_8832.fits;2000-01-18 12:51:02
113;20000118_1251_mdiB_2_8833.fits;2000-01-18 12:51:02
114;20000119_1251_mdiB_1_8821.fits;2000-01-19 12:51:02
115;20000119_1251_mdiB_1_8824.fits;2000-01-19 12:51:02
116;20000119_1251_mdiB_1_8828.fits;2000-01-19 12:51:02
117;20000119_1251_mdiB_1_8829.fits;2000-01-19 12:51:02
118;20000119_1251_mdiB_1_8831.fits;2000-01-19 12:51:02
119;20000119_1251_mdiB_1_8836.fits;2000-01-19 12:51:02
120;20000119_1251_mdiB_1_8837.fits;2000-01-19 12:51:02
121;20000119_1251_mdiB_1_8838.fits;2000-01-19 12:51:02
122;20000119_1251_mdiB_2_8830.fits;2000-01-19 12:51:02
123;20000119_1251_mdiB_2_8833.fits;2000-01-19 12:51:02
124;20000120_1251_mdiB_1_8828.fits;2000-01-20 12:51:02
125;20000120_1251_mdiB_1_8829.fits;2000-01-20 12:51:02
126;20000120_1251_mdiB_1_8831.fits;2000-01-20 12:51:02
127;20000120_1251_mdiB_1_8836.fits;2000-01-20 12:51:02
128;20000120_1251_mdiB_1_8837.fits;2000-01-20 12:51:02
129;20000120_1251_mdiB_1_8838.fits;2000-01-20 12:51:02
130;20000120_1251_mdiB_1_8839.fits;2000-01-20 12:51:02
131;20000120_1251_mdiB_2_8833.fits;2000-01-20 12:51:02
132;20000120_1251_mdiB_3_8824.fits;2000-01-20 12:51:02
133;20000121_1251_mdiB_1_8829.fits;2000-01-21 12:51:02
134;20000121_1251_mdiB_1_8831.fits;2000-01-21 12:51:02
135;20000121_1251_mdiB_1_8833.fits;2000-01-21 12:51:02
136;20000121_1251_mdiB_1_8836.fits;2000-01-21 12:51:02
137;20000121_1251_mdiB_1_8838.fits;2000-01-21 12:51:02
138;20000121_1251_mdiB_1_8839.fits;2000-01-21 12:51:02
139;20000121_1251_mdiB_1_8840.fits;2000-01-21 12:51:02
140;20000121_1251_mdiB_1_8841.fits;2000-01-21 12:51:02
141;20000121_1251_mdiB_2_8837.fits;2000-01-21 12:51:02
142;20000122_1251_mdiB_1_8829.fits;2000-01-22 12:51:02
143;20000122_1251_mdiB_1_8831.fits;2000-01-22 12:51:02
144;20000122_1251_mdiB_1_8836.fits;2000-01-22 12:51:02
145;20000122_1251_mdiB_1_8837.fits;2000-01-22 12:51:02
146;20000122_1251_mdiB_1_8838.fits;2000-01-22 12:51:02
147;20000122_1251_mdiB_1_8839.fits;2000-01-22 12:51:02
148;20000122_1251_mdiB_1_8840.fits;2000-01-22 12:51:02
149;20000122_1251_mdiB_1_8841.fits;2000-01-22 12:51:02
150;20000122_1251_mdiB_2_8833.fits;2000-01-22 12:51:02
151;20000123_1247_mdiB_1_8829.fits;2000-01-23 12:47:02
152;20000123_1247_mdiB_1_8831.fits;2000-01-23 12:47:02
153;20000123_1247_mdiB_1_8837.fits;2000-01-23 12:47:02
154;20000123_1247_mdiB_1_8838.fits;2000-01-23 12:47:02
155;20000123_1247_mdiB_1_8839.fits;2000-01-23 12:47:02
156;20000123_1247_mdiB_1_8841.fits;2000-01-23 12:47:02
157;20000123_1247_mdiB_1_8843.fits;2000-01-23 12:47:02
158;20000123_1247_mdiB_2_8833.fits;2000-01-23 12:47:02
159;20000123_1247_mdiB_2_8840.fits;2000-01-23 12:47:02
160;20000124_1251_mdiB_1_8831.fits;2000-01-24 12:51:02
161;20000124_1251_mdiB_1_8833.fits;2000-01-24 12:51:02
162;20000124_1251_mdiB_1_8839.fits;2000-01-24 12:51:02
163;20000124_1251_mdiB_1_8841.fits;2000-01-24 12:51:02
164;20000124_1251_mdiB_1_8843.fits;2000-01-24 12:51:02
165;20000124_1251_mdiB_2_8842.fits;2000-01-24 12:51:02
166;20000124_1251_mdiB_2_8844.fits;2000-01-24 12:51:02
167;20000125_1251_mdiB_1_8831.fits;2000-01-25 12:51:02
168;20000125_1251_mdiB_1_8841.fits;2000-01-25 12:51:02
169;20000125_1251_mdiB_1_8843.fits;2000-01-25 12:51:02
170;20000125_1251_mdiB_1_8845.fits;2000-01-25 12:51:02
171;20000125_1251_mdiB_2_8833.fits;2000-01-25 12:51:02
172;20000125_1251_mdiB_2_8842.fits;2000-01-25 12:51:02
173;20000125_1251_mdiB_2_8844.fits;2000-01-25 12:51:02
174;20000126_1251_mdiB_1_8841.fits;2000-01-26 12:51:02
175;20000126_1251_mdiB_1_8843.fits;2000-01-26 12:51:02
176;20000126_1251_mdiB_1_8844.fits;2000-01-26 12:51:02
177;20000126_1251_mdiB_1_8845.fits;2000-01-26 12:51:02
178;20000126_1251_mdiB_1_8846.fits;2000-01-26 12:51:02
179;20000126_1251_mdiB_1_8847.fits;2000-01-26 12:51:02
180;20000126_1251_mdiB_1_8848.fits;2000-01-26 12:51:02
181;20000126_1251_mdiB_2_8833.fits;2000-01-26 12:51:02
182;20000126_1251_mdiB_2_8842.fits;2000-01-26 12:51:02
183;20000127_1251_mdiB_1_8839.fits;2000-01-27 12:51:02
184;20000127_1251_mdiB_1_8841.fits;2000-01-27 12:51:02
185;20000127_1251_mdiB_1_8843.fits;2000-01-27 12:51:02
186;20000127_1251_mdiB_1_8844.fits;2000-01-27 12:51:02
187;20000127_1251_mdiB_1_8845.fits;2000-01-27 12:51:02
188;20000127_1251_mdiB_1_8846.fits;2000-01-27 12:51:02
189;20000127_1251_mdiB_1_8847.fits;2000-01-27 12:51:02
190;20000127_1251_mdiB_1_8848.fits;2000-01-27 12:51:02
191;20000127_1251_mdiB_2_8842.fits;2000-01-27 12:51:02
192;20000128_1251_mdiB_1_8841.fits;2000-01-28 12:51:02
193;20000128_1251_mdiB_1_8844.fits;2000-01-28 12:51:02
194;20000128_1251_mdiB_1_8845.fits;2000-01-28 12:51:02
195;20000128_1251_mdiB_1_8846.fits;2000-01-28 12:51:02
196;20000128_1251_mdiB_1_8848.fits;2000-01-28 12:51:02
197;20000128_1251_mdiB_1_8849.fits;2000-01-28 12:51:02
198;20000128_1251_mdiB_2_8842.fits;2000-01-28 12:51:02
199;20000129_1251_mdiB_1_8841.fits;2000-01-29 12:51:02
200;20000129_1251_mdiB_1_8844.fits;2000-01-29 12:51:02
201;20000129_1251_mdiB_1_8845.fits;2000-01-29 12:51:02
202;20000129_1251_mdiB_1_8846.fits;2000-01-29 12:51:02
203;20000129_1251_mdiB_1_8847.fits;2000-01-29 12:51:02
204;20000129_1251_mdiB_1_8848.fits;2000-01-29 12:51:02
205;20000129_1251_mdiB_1_8849.fits;2000-01-29 12:51:02
206;20000130_1251_mdiB_1_8841.fits;2000-01-30 12:51:02
207;20000130_1251_mdiB_1_8845.fits;2000-01-30 12:51:02
208;20000130_1251_mdiB_1_8847.fits;2000-01-30 12:51:02
209;20000130_1251_mdiB_1_8849.fits;2000-01-30 12:51:02
210;20000130_1251_mdiB_1_8851.fits;2000-01-30 12:51:02
211;20000130_1251_mdiB_2_8848.fits;2000-01-30 12:51:02
212;20000131_1251_mdiB_1_8841.fits;2000-01-31 12:51:02
213;20000131_1251_mdiB_1_8845.fits;2000-01-31 12:51:02
214;20000131_1251_mdiB_1_8847.fits;2000-01-31 12:51:02
215;20000131_1251_mdiB_1_8849.fits;2000-01-31 12:51:02
216;20000131_1251_mdiB_1_8851.fits;2000-01-31 12:51:02
217;20000131_1251_mdiB_1_8852.fits;2000-01-31 12:51:02
218;20000131_1251_mdiB_2_8848.fits;2000-01-31 12:51:02
219;20000201_1251_mdiB_1_8841.fits;2000-02-01 12:51:02
220;20000201_1251_mdiB_1_8845.fits;2000-02-01 12:51:02
221;20000201_1251_mdiB_1_8851.fits;2000-02-01 12:51:02
222;20000201_1251_mdiB_1_8852.fits;2000-02-01 12:51:02
223;20000201_1251_mdiB_1_8853.fits;2000-02-01 12:51:02
224;20000201_1251_mdiB_1_8854.fits;2000-02-01 12:51:02
225;20000201_1251_mdiB_2_8848.fits;2000-02-01 12:51:02
226;20000202_1251_mdiB_1_8841.fits;2000-02-02 12:51:02
227;20000202_1251_mdiB_1_8845.fits;2000-02-02 12:51:02
228;20000202_1251_mdiB_1_8848.fits;2000-02-02 12:51:02
229;20000202_1251_mdiB_1_8851.fits;2000-02-02 12:51:02
230;20000202_1251_mdiB_1_8852.fits;2000-02-02 12:51:02
231;20000202_1251_mdiB_1_8853.fits;2000-02-02 12:51:02
232;20000202_1251_mdiB_1_8854.fits;2000-02-02 12:51:02
233;20000202_1251_mdiB_1_8855.fits;2000-02-02 12:51:02
234;20000202_1251_mdiB_1_8856.fits;2000-02-02 12:51:02
235;20000203_1251_mdiB_1_8841.fits;2000-02-03 12:51:02
236;20000203_1251_mdiB_1_8848.fits;2000-02-03 12:51:02
237;20000203_1251_mdiB_1_8851.fits;2000-02-03 12:51:02
238;20000203_1251_mdiB_1_8852.fits;2000-02-03 12:51:02
239;20000203_1251_mdiB_1_8853.fits;2000-02-03 12:51:02
240;20000203_1251_mdiB_1_8854.fits;2000-02-03 12:51:02
241;20000203_1251_mdiB_1_8855.fits;2000-02-03 12:51:02
242;20000203_1251_mdiB_1_8856.fits;2000-02-03 12:51:02
243;20000203_1251_mdiB_1_8857.fits;2000-02-03 12:51:02
244;20000203_1251_mdiB_1_8858.fits;2000-02-03 12:51:02
245;20000203_1251_mdiB_1_8859.fits;2000-02-03 12:51:02
246;20000204_1251_mdiB_1_8848.fits;2000-02-04 12:51:02
247;20000204_1251_mdiB_1_8851.fits;2000-02-04 12:51:02
248;20000204_1251_mdiB_1_8853.fits;2000-02-04 12:51:02
249;20000204_1251_mdiB_1_8854.fits;2000-02-04 12:51:02
250;20000204_1251_mdiB_1_8855.fits;2000-02-04 12:51:02
251;20000204_1251_mdiB_1_8856.fits;2000-02-04 12:51:02
252;20000204_1251_mdiB_1_8857.fits;2000-02-04 12:51:02
253;20000204_1251_mdiB_1_8858.fits;2000-02-04 12:51:02
254;20000204_1251_mdiB_1_8859.fits;2000-02-04 12:51:02
255;20000204_1251_mdiB_1_8860.fits;2000-02-04 12:51:02
256;20000205_1251_mdiB_1_8848.fits;2000-02-05 12:51:02
257;20000205_1251_mdiB_1_8851.fits;2000-02-05 12:51:02
258;20000205_1251_mdiB_1_8853.fits;2000-02-05 12:51:02
259;20000205_1251_mdiB_1_8854.fits;2000-02-05 12:51:02
260;20000205_1251_mdiB_1_8856.fits;2000-02-05 12:51:02
261;20000205_1251_mdiB_1_8857.fits;2000-02-05 12:51:02
262;20000205_1251_mdiB_1_8858.fits;2000-02-05 12:51:02
263;20000205_1251_mdiB_1_8859.fits;2000-02-05 12:51:02
264;20000205_1251_mdiB_1_8860.fits;2000-02-05 12:51:02
265;20000205_1251_mdiB_1_8861.fits;2000-02-05 12:51:02
266;20000206_1251_mdiB_1_8848.fits;2000-02-06 12:51:02
267;20000206_1251_mdiB_1_8851.fits;2000-02-06 12:51:02
268;20000206_1251_mdiB_1_8853.fits;2000-02-06 12:51:02
269;20000206_1251_mdiB_1_8854.fits;2000-02-06 12:51:02
270;20000206_1251_mdiB_1_8856.fits;2000-02-06 12:51:02
271;20000206_1251_mdiB_1_8857.fits;2000-02-06 12:51:02
272;20000206_1251_mdiB_1_8858.fits;2000-02-06 12:51:02
273;20000206_1251_mdiB_1_8859.fits;2000-02-06 12:51:02
274;20000206_1251_mdiB_1_8860.fits;2000-02-06 12:51:02
275;20000206_1251_mdiB_1_8861.fits;2000-02-06 12:51:02
276;20000206_1251_mdiB_1_8862.fits;2000-02-06 12:51:02
277;20000207_1251_mdiB_1_8848.fits;2000-02-07 12:51:02
278;20000207_1251_mdiB_1_8851.fits;2000-02-07 12:51:02
279;20000207_1251_mdiB_1_8853.fits;2000-02-07 12:51:02
280;20000207_1251_mdiB_1_8854.fits;2000-02-07 12:51:02
281;20000207_1251_mdiB_1_8855.fits;2000-02-07 12:51:02
282;20000207_1251_mdiB_1_8856.fits;2000-02-07 12:51:02
283;20000207_1251_mdiB_1_8857.fits;2000-02-07 12:51:02
284;20000207_1251_mdiB_1_8858.fits;2000-02-07 12:51:02
285;20000207_1251_mdiB_1_8860.fits;2000-02-07 12:51:02
286;20000207_1251_mdiB_1_8861.fits;2000-02-07 12:51:02
287;20000207_1251_mdiB_1_8862.fits;2000-02-07 12:51:02
288;20000208_1251_mdiB_1_8848.fits;2000-02-08 12:51:02
289;20000208_1251_mdiB_1_8851.fits;2000-02-08 12:51:02
290;20000208_1251_mdiB_1_8853.fits;2000-02-08 12:51:02
291;20000208_1251_mdiB_1_8854.fits;2000-02-08 12:51:02
292;20000208_1251_mdiB_1_8855.fits;2000-02-08 12:51:02
293;20000208_1251_mdiB_1_8856.fits;2000-02-08 12:51:02
294;20000208_1251_mdiB_1_8857.fits;2000-02-08 12:51:02
295;20000208_1251_mdiB_1_8858.fits;2000-02-08 12:51:02
296;20000208_1251_mdiB_1_8861.fits;2000-02-08 12:51:02
297;20000208_1251_mdiB_1_8862.fits;2000-02-08 12:51:02
298;20000208_1251_mdiB_1_8863.fits;2000-02-08 12:51:02
299;20000208_1251_mdiB_1_8864.fits;2000-02-08 12:51:02
300;20000208_1251_mdiB_1_8865.fits;2000-02-08 12:51:02
301;20000208_1251_mdiB_1_8866.fits;2000-02-08 12:51:02
302;20000209_1251_mdiB_1_8851.fits;2000-02-09 12:51:02
303;20000209_1251_mdiB_1_8853.fits;2000-02-09 12:51:02
304;20000209_1251_mdiB_1_8854.fits;2000-02-09 12:51:02
305;20000209_1251_mdiB_1_8855.fits;2000-02-09 12:51:02
306;20000209_1251_mdiB_1_8856.fits;2000-02-09 12:51:02
307;20000209_1251_mdiB_1_8857.fits;2000-02-09 12:51:02
308;20000209_1251_mdiB_1_8858.fits;2000-02-09 12:51:02
309;20000209_1251_mdiB_1_8861.fits;2000-02-09 12:51:02
310;20000209_1251_mdiB_1_8863.fits;2000-02-09 12:51:02
311;20000209_1251_mdiB_1_8864.fits;2000-02-09 12:51:02
312;20000209_1251_mdiB_1_8865.fits;2000-02-09 12:51:02
313;20000209_1251_mdiB_1_8866.fits;2000-02-09 12:51:02
314;20000209_1251_mdiB_3_8862.fits;2000-02-09 12:51:02
315;20000210_1251_mdiB_1_8854.fits;2000-02-10 12:51:02
316;20000210_1251_mdiB_1_8855.fits;2000-02-10 12:51:02
317;20000210_1251_mdiB_1_8856.fits;2000-02-10 12:51:02
318;20000210_1251_mdiB_1_8857.fits;2000-02-10 12:51:02
319;20000210_1251_mdiB_1_8858.fits;2000-02-10 12:51:02
320;20000210_1251_mdiB_1_8861.fits;2000-02-10 12:51:02
321;20000210_1251_mdiB_1_8863.fits;2000-02-10 12:51:02
322;20000210_1251_mdiB_1_8864.fits;2000-02-10 12:51:02
323;20000210_1251_mdiB_1_8866.fits;2000-02-10 12:51:02
324;20000210_1251_mdiB_1_8869.fits;2000-02-10 12:51:02
325;20000210_1251_mdiB_1_8870.fits;2000-02-10 12:51:02
326;20000210_1251_mdiB_3_8862.fits;2000-02-10 12:51:02
327;20000211_1247_mdiB_1_8854.fits;2000-02-11 12:47:02
328;20000211_1247_mdiB_1_8855.fits;2000-02-11 12:47:02
329;20000211_1247_mdiB_1_8856.fits;2000-02-11 12:47:02
330;20000211_1247_mdiB_1_8858.fits;2000-02-11 12:47:02
331;20000211_1247_mdiB_1_8861.fits;2000-02-11 12:47:02
332;20000211_1247_mdiB_1_8863.fits;2000-02-11 12:47:02
333;20000211_1247_mdiB_1_8864.fits;2000-02-11 12:47:02
334;20000211_1247_mdiB_1_8870.fits;2000-02-11 12:47:02
335;20000211_1247_mdiB_1_8871.fits;2000-02-11 12:47:02
336;20000211_1247_mdiB_2_8872.fits;2000-02-11 12:47:02
337;20000211_1247_mdiB_3_8862.fits;2000-02-11 12:47:02
338;20000212_1247_mdiB_1_8855.fits;2000-02-12 12:47:02
339;20000212_1247_mdiB_1_8856.fits;2000-02-12 12:47:02
340;20000212_1247_mdiB_1_8858.fits;2000-02-12 12:47:02
341;20000212_1247_mdiB_1_8863.fits;2000-02-12 12:47:02
342;20000212_1247_mdiB_1_8864.fits;2000-02-12 12:47:02
343;20000212_1247_mdiB_1_8870.fits;2000-02-12 12:47:02
344;20000212_1247_mdiB_1_8871.fits;2000-02-12 12:47:02
345;20000212_1247_mdiB_2_8872.fits;2000-02-12 12:47:02
346;20000212_1247_mdiB_3_8862.fits;2000-02-12 12:47:02
347;20000213_1247_mdiB_1_8856.fits;2000-02-13 12:47:02
348;20000213_1247_mdiB_1_8858.fits;2000-02-13 12:47:02
349;20000213_1247_mdiB_1_8864.fits;2000-02-13 12:47:02
350;20000213_1247_mdiB_1_8869.fits;2000-02-13 12:47:02
351;20000213_1247_mdiB_1_8870.fits;2000-02-13 12:47:02
352;20000213_1247_mdiB_1_8871.fits;2000-02-13 12:47:02
353;20000213_1247_mdiB_1_8872.fits;2000-02-13 12:47:02
354;20000213_1247_mdiB_1_8873.fits;2000-02-13 12:47:02
355;20000213_1247_mdiB_3_8862.fits;2000-02-13 12:47:02
356;20000214_1247_mdiB_1_8856.fits;2000-02-14 12:47:02
357;20000214_1247_mdiB_1_8858.fits;2000-02-14 12:47:02
358;20000214_1247_mdiB_1_8869.fits;2000-02-14 12:47:02
359;20000214_1247_mdiB_1_8870.fits;2000-02-14 12:47:02
360;20000214_1247_mdiB_1_8871.fits;2000-02-14 12:47:02
361;20000214_1247_mdiB_1_8872.fits;2000-02-14 12:47:02
362;20000214_1247_mdiB_1_8873.fits;2000-02-14 12:47:02
363;20000214_1247_mdiB_1_8874.fits;2000-02-14 12:47:02
364;20000214_1247_mdiB_3_8862.fits;2000-02-14 12:47:02
365;20000215_1251_mdiB_1_8856.fits;2000-02-15 12:51:02
366;20000215_1251_mdiB_1_8858.fits;2000-02-15 12:51:02
367;20000215_1251_mdiB_1_8869.fits;2000-02-15 12:51:02
368;20000215_1251_mdiB_1_8870.fits;2000-02-15 12:51:02
369;20000215_1251_mdiB_1_8871.fits;2000-02-15 12:51:02
370;20000215_1251_mdiB_1_8872.fits;2000-02-15 12:51:02
371;20000215_1251_mdiB_1_8875.fits;2000-02-15 12:51:02
372;20000215_1251_mdiB_1_8876.fits;2000-02-15 12:51:02
373;20000215_1251_mdiB_2_8874.fits;2000-02-15 12:51:02
374;20000215_1251_mdiB_3_8862.fits;2000-02-15 12:51:02
375;20000216_1251_mdiB_1_8858.fits;2000-02-16 12:51:02
376;20000216_1251_mdiB_1_8869.fits;2000-02-16 12:51:02
377;20000216_1251_mdiB_1_8870.fits;2000-02-16 12:51:02
378;20000216_1251_mdiB_1_8872.fits;2000-02-16 12:51:02
379;20000216_1251_mdiB_1_8874.fits;2000-02-16 12:51:02
380;20000216_1251_mdiB_1_8875.fits;2000-02-16 12:51:02
381;20000216_1251_mdiB_1_8876.fits;2000-02-16 12:51:02
382;20000216_1251_mdiB_1_8877.fits;2000-02-16 12:51:02
383;20000216_1251_mdiB_1_8878.fits;2000-02-16 12:51:02
384;20000216_1251_mdiB_4_8862.fits;2000-02-16 12:51:02
385;20000217_1251_mdiB_1_8858.fits;2000-02-17 12:51:02
386;20000217_1251_mdiB_1_8869.fits;2000-02-17 12:51:02
387;20000217_1251_mdiB_1_8870.fits;2000-02-17 12:51:02
388;20000217_1251_mdiB_1_8872.fits;2000-02-17 12:51:02
389;20000217_1251_mdiB_1_8874.fits;2000-02-17 12:51:02
390;20000217_1251_mdiB_1_8875.fits;2000-02-17 12:51:02
391;20000217_1251_mdiB_1_8876.fits;2000-02-17 12:51:02
392;20000217_1251_mdiB_1_8877.fits;2000-02-17 12:51:02
393;20000217_1251_mdiB_1_8878.fits;2000-02-17 12:51:02
394;20000217_1251_mdiB_1_8879.fits;2000-02-17 12:51:02
395;20000217_1251_mdiB_4_8862.fits;2000-02-17 12:51:02
396;20000218_1251_mdiB_1_8862.fits;2000-02-18 12:51:02
397;20000218_1251_mdiB_1_8869.fits;2000-02-18 12:51:02
398;20000218_1251_mdiB_1_8870.fits;2000-02-18 12:51:02
399;20000218_1251_mdiB_1_8872.fits;2000-02-18 12:51:02
